trade_id,timestamp,symbol,direction,volume,entry_price,stop_loss,take_profit,exit_price,closed_pnl,status,comment
POS_PAPER_20260408092452471403,2026-04-08T09:24:52.471456+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408092452474045,2026-04-08T09:24:52.474077+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408092452475006,2026-04-08T09:24:52.475037+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408092452475959,2026-04-08T09:24:52.475991+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408092452475959,2026-04-08T09:24:52.476109+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260408092452477037,2026-04-08T09:24:52.477070+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408134622496290,2026-04-08T13:46:22.496343+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408134622498845,2026-04-08T13:46:22.498883+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408134622499816,2026-04-08T13:46:22.499848+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408134622500767,2026-04-08T13:46:22.500799+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408134622500767,2026-04-08T13:46:22.500920+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260408134622501838,2026-04-08T13:46:22.501870+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203531986991,2026-04-08T20:35:31.987046+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203531989991,2026-04-08T20:35:31.990039+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203531991136,2026-04-08T20:35:31.991172+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203531992214,2026-04-08T20:35:31.992249+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203531992214,2026-04-08T20:35:31.992381+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260408203531993406,2026-04-08T20:35:31.993440+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203605114940,2026-04-08T20:36:05.114997+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203605117873,2026-04-08T20:36:05.117918+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203605119027,2026-04-08T20:36:05.119067+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203605120127,2026-04-08T20:36:05.120166+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203605120127,2026-04-08T20:36:05.120306+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260408203605121336,2026-04-08T20:36:05.121375+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203627860181,2026-04-08T20:36:27.860238+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203627863026,2026-04-08T20:36:27.863065+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203627864162,2026-04-08T20:36:27.864195+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203627865216,2026-04-08T20:36:27.865249+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203627865216,2026-04-08T20:36:27.865385+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260408203627866387,2026-04-08T20:36:27.866421+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260408203853373985,2026-04-08T20:38:53.374043+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
